tid,did,name,Comments,Year,License,Potential issue,Domain,Required split,Relevant task,Reference,Original Source ,"Include 
(Andrej)",Explanation (Andrej),"Include 
(Lennart)",Explanation (Lennart),Final Decision ,Benchmark,task_type,status,estimation_procedure,evaluation_measures,target_feature,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,number_samples,cost_matrix,source_data_labeled,target_feature_event,target_feature_left,target_feature_right,quality_measure,target_value
3623,757,meta,Regression. Metadataset to find the right classification method based on data statistics - definitely outdated! Also more an interpretability than predictive task. Requires group split based on datasets; ,1994,,"Outdated, interpretability task",Tabular,grouped,No,"-""Machine Learning, Neural and Statistical Learning"" Eds. D.Michie,D.J.Spiegelhalter and C.Taylor Ellis Horwood-1994

""Characterizing the Applicability of Classification Algorithms Using Meta-Level Learning"", P. Brazdil, J.Gama and B.Henery: in Proc. of Machine Learning - ECML-94, ed. F.Bergadano and L.de Raedt,LNAI Vol.784 Springer-Verlag.
-""Characterization of Classification Algorithms"" J.Gama, P.Brazdil in Proc. of EPIA 95, LNAI Vol.990 Springer-Verlag, 1995",(a) Creator: LIACC - University of Porto R.Campo Alegre 823 4150 PORTO (b) Donor: P.B.Brazdil or J.Gama,No,Grouped split,No,Grouped split,No,Grouped Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,474.0,24.0,54.0,2.0,22.0,528.0,264.0,504.0,19.0,3.0,,,,,,,,
3627,761,cpu_act,"Actually regression, Data collected on two separate occasions - likely need custom split, also everythin related to CPU performance may be outdated, depending on how old the data is; includes different user behavior as well; cpu activity is also realted to outside temperatures and usage that depend on time",? (2002),,Outdated,Time-series,"custom, grouped",Maybe,Luis Torgo (ltorgo@ncc.up.pt) at http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html,Original source: DELVE repository of data.,No,time-series,No,non tabular IID task,No,Temporal Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,5715.0,2.0,2477.0,2.0,22.0,8192.0,0.0,0.0,21.0,1.0,,,,,,,,
3636,770,strikes,Regression. Rather interpretability than predictive task. temporal (collection 1951-1985); requires group-based or time-based splits,1999,,"Interpretability task, time series","Tabular, Time-series","temporal, grouped",Maybe,"Vague Theory and Model Uncertainty in Macrosociology,"" which is to appear in Sociological Methodology",https://lib.stat.cmu.edu/datasets/,No,"Not in TabRepo, so likely trivial",No,non tabular IID task,No,Temporal Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,315.0,2.0,310.0,2.0,7.0,625.0,0.0,0.0,6.0,1.0,,,,,,,,
3664,799,fri_c0_1000_5,Friedman function for data generation: 10sin(pix1x2)+20(x3-0.5)^2=10X4+5X5+e,1999,,Artificial,Artificial,random,No,J.H. Friedman (1999). Stochastic Gradient Boosting,J.H. Friedman (1999). Stochastic Gradient Boosting,No,Artificial,No,Deterministic,No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,503.0,2.0,497.0,2.0,6.0,1000.0,0.0,0.0,5.0,1.0,,,,,,,,
3667,802,pbcseq,"Survival analysis task, likely better data exists nowadays, data collected from different sites, might require special preprocessing, might also require custom split; also temporal",1991,,non predictive IID task,Special tabular domain,custom,Yes,"PBC data set, as discussed in appendix D of Fleming and Harrington, Counting Processes and Survival Analysis, Wiley, 1991. An analysis based on the enclised data is found in Murtaugh PA. Dickson ER. Van Dam GM. Malinchoc M. Grambsch PM. Langworthy AL. Gips CH. ""Primary biliary cirrhosis: prediction of short-term survival based on repeated patient visits."" Hepatology. 20(1.1):126-34, 1994.","PBC data set, as discussed in appendix D of Fleming and Harrington, Counting Processes and Survival Analysis, Wiley, 1991. An analysis based on the enclised data is found in Murtaugh PA. Dickson ER. Van Dam GM. Malinchoc M. Grambsch PM. Langworthy AL. Gips CH. ""Primary biliary cirrhosis: prediction of short-term survival based on repeated patient visits."" Hepatology. 20(1.1):126-34, 1994.",No,Survival,No,non predictive IID task,No,Temporal Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,973.0,1024.0,972.0,2.0,19.0,1945.0,832.0,1133.0,12.0,7.0,,,,,,,,
3668,803,delta_ailerons,"Regression, might be subset of ailerons",? (2014),,"More comprehensive version exists?, Special domain",Control,temporal,No,https://www.dcc.fc.up.pt/~ltorgo/Regression/delta_ailerons.html,https://www.dcc.fc.up.pt/~ltorgo/Regression/delta_ailerons.html,No,Duplicate,No,"Too heavily Preprocessed, not the original state",No,Duplicate,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,3783.0,2.0,3346.0,2.0,6.0,7129.0,0.0,0.0,5.0,1.0,,,,,,,,
3672,807,kin8nm,Regression. Variant of puma32H,?,,More comprehensive version exists,Simulated,,No,Luis Torgo,DELVE repository of data,No,Duplicate,No,"Too heavily Preprocessed, not the original state",No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,4168.0,2.0,4024.0,2.0,9.0,8192.0,0.0,0.0,8.0,1.0,,,,,,,,
3681,816,puma8NH,Regression. Variant of puma32H,?,,More comprehensive version exists,Simulated,,No,https://www.dcc.fc.up.pt/~ltorgo/Regression/puma.html,https://www.dcc.fc.up.pt/~ltorgo/Regression/puma.html,No,Duplicate,No,"Too heavily Preprocessed, not the original state",No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,4114.0,2.0,4078.0,2.0,9.0,8192.0,0.0,0.0,8.0,1.0,,,,,,,,
3684,819,delta_elevators,Variant of elevators dataset,?,,More comprehensive version exists,Simulated,,No,https://www.dcc.fc.up.pt/~ltorgo/Regression/delta_elevators.html,https://www.dcc.fc.up.pt/~ltorgo/Regression/delta_elevators.html,No,Duplicate,No,"Too heavily Preprocessed, not the original state",No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,4785.0,2.0,4732.0,2.0,7.0,9517.0,0.0,0.0,6.0,1.0,,,,,,,,
3688,823,houses,"Regression. California Housing data from 1990 likely is outdated. Also we could collect much more data if this would be a real task. In general, likely an interpretability task anyway. Also data was preprocessed in a very special way. As the data is spatial, custom split might be required? TabRepo version of the dataset almost certainly contains a leak.",1990,,"Outdated, spatial Data, Preprocssed",Tabular,random,Maybe,"Pace and Barry (1997), ""Sparse Spatial Autoregressions"", Statistics and Probability Letters.",http://lib.stat.cmu.edu/datasets/,Unclear,"non-iid. Currently, we do not include spatial data as non-iid. Might change that. Temporal split required but not possible (see TabRed)",Unclear,"In a task like this, I think it would count as IID as spatial information are not leaking / we can assume to have/get them. ",Yes,Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,11726.0,2.0,8914.0,2.0,9.0,20640.0,0.0,0.0,8.0,1.0,,,,,,,,
3690,825,boston_corrected,"Regression. A version of boston housing? Not much information given, clearly there are groups in the data. Task is to predict ‘LSTAT which ’ represents the percentage of the population that is of “lower status.” - ethical issues; this not a ""corrected"" version due to fixing its ethical concerns; this version has the B attribute. ",1978-1997,,Ethical,Tabular,unclear,Maybe,https://jakubnowosad.com/spData/reference/boston.html,https://jakubnowosad.com/spData/reference/boston.html,No,Ethical issues,No,Ethical issues,No,None-Ethical,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,283.0,92.0,223.0,2.0,21.0,506.0,0.0,0.0,17.0,4.0,,,,,,,,
3698,833,bank32nh,Regression. Variant of bank8FM,?,,Simulated (but might be alright),Simulated,Random,Yes,https://www.cs.toronto.edu/~delve/index.html,Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html Orginal source: DELVE repository of data,No,Duplicate,No,Duplicate,No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,5649.0,2.0,2543.0,2.0,33.0,8192.0,0.0,0.0,32.0,1.0,,,,,,,,
3702,837,fri_c1_1000_50,Friedman function for data generation: 10sin(pix1x2)+20(x3-0.5)^2=10X4+5X5+e,1999,,Artificial,Artificial,random,No,J.H. Friedman (1999). Stochastic Gradient Boosting,J.H. Friedman (1999). Stochastic Gradient Boosting,No,Artificial,No,Deterministic,No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,547.0,2.0,453.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,,,,,,,,
3704,839,kdd_el_nino-small,"Regression. Temporal and spatial data. Measurements start in 1980 - might be outdated, especially as more sophisticated approaches for weather prediction should exist nowadays",1999,,"Outdated, spatio-temporal",tabular,temporal,Maybe,?,Pacific Marine Environmental Laboratory National Oceanic and Atmospheric Administration US Department of Commerce,No,Temporal split,No,Temporal split,No,Temporal Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,508.0,59.0,274.0,2.0,9.0,782.0,214.0,466.0,6.0,3.0,,,,,,,,
3706,841,stock,"Regression.Not a meaningful prediction task, rather interpretability as the task should be framed very differently to make sense for prediction. Daily stock prices from January 1988 through October 1991, for ten aerospace companies - clearly we have much more data for such tasks nowadays",1991,,"Leak, Outdated",time-series,temporal,No,Luis Torgo,StatLib ,No,Temporal split,No,Temporal split,No,Temporal Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,488.0,2.0,462.0,2.0,10.0,950.0,0.0,0.0,9.0,1.0,,,,,,,,
3712,847,wind,Regression. Data collected in 1961-78 - outdated. Also not a meaningful prediction task due to the same reasons as stock data.,1978,,"Leak, Outdated",time-series,temporal,No,"Haslett, J. and Raftery, A. E. (1989). Space-time Modelling with Long-memory Dependence: Assessing Ireland's Wind Power Resource (with Discussion). Applied Statistics 38, 1-50.",?,No,Temporal split,No,Temporal split,No,Temporal Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,3501.0,2.0,3073.0,2.0,15.0,6574.0,0.0,0.0,14.0,1.0,,,,,,,,
3735,871,pollen,Regression. Data generated based on a procedure described on the OpenML page; data generation process creates groups / leakage?,1986,,Artificial,Artificial,random,No,"Becker, R.A., Denby, L., McGill, R., and Wilks, A. (1986). Datacryptanalysis: A Case Study. Proceedings of the Section on Statistical Graphics, 92-97.

Slomka, M. (1986). The Analysis of a Synthetic Data Set. Proceedings of the Section on Statistical Graphics, 113-116."," David Coleman at RCA Laboratories in Princeton, N.J. ",No,Artificial,No,Preprocessing/Artifical,No,Artificial/Simulated,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,1924.0,2.0,1924.0,2.0,6.0,3848.0,0.0,0.0,5.0,1.0,,,,,,,,
3745,881,mv,Regression. IF (X2 > 2 ) THEN Y = 35 - 0.5 X4 ELSE IF (-2 <= X4 <= 2) THEN Y = 10 - 2 X1 ELSE IF (X7 = yes) THEN Y = 3 -X1/X4 ELSE IF (X8 = normal) THEN Y = X6 + X1 ELSE Y = X1/2,?,,artificial,Artificial,random,No, Luis Torgo,https://www.dcc.fc.up.pt/~ltorgo/Regression/DataSets.html,No,Artificial,No,Deterministic,No,Deterministic,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,24321.0,3.0,16447.0,2.0,11.0,40768.0,0.0,0.0,7.0,4.0,,,,,,,,
3747,884,fri_c0_500_5,Friedman function for data generation: 10sin(pix1x2)+20(x3-0.5)^2=10X4+5X5+e,1999,,Artificial,Artificial,random,No,J.H. Friedman (1999). Stochastic Gradient Boosting,J.H. Friedman (1999). Stochastic Gradient Boosting,No,Artificial,No,Deterministic,No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,251.0,2.0,249.0,2.0,6.0,500.0,0.0,0.0,5.0,1.0,,,,,,,,
3749,886,no2,"Regression. Same as pm10 with alternative target - could use as a multi-task dataset. Data was already preprocessed. sub-sampled, time-series",2004,,"time series data, heavily preprocssed ",Tabular,temporal,Yes,https://lib.stat.cmu.edu/datasets/,https://lib.stat.cmu.edu/datasets/,No,time-series,No,time-series,No,Time-series,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,251.0,2.0,249.0,2.0,8.0,500.0,0.0,0.0,7.0,1.0,,,,,,,,
3760,897,colleges_aaup,Regression. Clustered data by colleges. Might not be an actual predictive task; contains information from groups of colleges that are in different areas,1995,,"spatial dependcies, groups",Tabular,grouped/special,Maybe,Statlib,"Robert Morse, Director of Research for America's Best Colleges at U.S. News & World Report Maryse Eymonerie, Consultant to AAUP. / ASA Statistical Graphics Section's 1995 Data Analysis Exposition send the message",No,"Not in TabRepo, so likely trivial",No,non random split likely required,No,Grouped Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,813.0,52.0,348.0,2.0,16.0,1161.0,87.0,256.0,13.0,3.0,,,,,,,,
3764,901,fried,"Regression. Another Friedman generated dataset: Y = 10 * sin(pi * X1 * X2) + 20 * (X3 - 0.5)^2 + 10 * X4 + 5 * X5 + sigma(0,1)",1991,,Artificial,Artificial,random,No,J.H. Friedman (1999). Stochastic Gradient Boosting,J.H. Friedman (1999). Stochastic Gradient Boosting,No,Artificial,No,Deterministic,No,Deterministic,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,20427.0,2.0,20341.0,2.0,11.0,40768.0,0.0,0.0,10.0,1.0,,,,,,,,
3766,903,fri_c2_1000_25,Friedman function for data generation: 10sin(pix1x2)+20(x3-0.5)^2=10X4+5X5+e,1999,,Artificial,Artificial,random,No,J.H. Friedman (1999). Stochastic Gradient Boosting,J.H. Friedman (1999). Stochastic Gradient Boosting,No,Artificial,No,Deterministic,No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,563.0,2.0,437.0,2.0,26.0,1000.0,0.0,0.0,25.0,1.0,,,,,,,,
3783,920,fri_c2_500_50,Friedman function for data generation: 10sin(pix1x2)+20(x3-0.5)^2=10X4+5X5+e,1999,,Artificial,Artificial,random,No,J.H. Friedman (1999). Stochastic Gradient Boosting,J.H. Friedman (1999). Stochastic Gradient Boosting,No,Artificial,No,Deterministic,No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,295.0,2.0,205.0,2.0,51.0,500.0,0.0,0.0,50.0,1.0,,,,,,,,
3786,923,visualizing_soil,"Regression. Leak. Need other target, but then leak remains, also does not seem as this is a real predictive task. Spatial data; heavy preprocessing",1993,,"Leak, not a predictive task by design",Tabular,custom,No,Visualizing Data published by Hobart Press,Visualizing Data published by Hobart Press,No,Leak,No,Leak; no predictive task,No,Grouped Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,4753.0,2.0,3888.0,2.0,5.0,8641.0,0.0,0.0,3.0,2.0,,,,,,,,
3793,930,colleges_usnews,Regression. Rather interpretability than predictive task. Data grouped by colleges; copy-right problems,1995,,non predictive task,Tabular,unclear,Maybe,Statlib,"Robert Morse, Director of Research for America's Best Colleges at U.S. News & World Report Maryse Eymonerie, Consultant to AAUP. / ASA Statistical Graphics Section's 1995 Data Analysis Exposition send the message",No,"Not in TabRepo, so likely trivial",No,non random split likely required,No,Grouped Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,688.0,51.0,614.0,2.0,34.0,1302.0,1144.0,7830.0,32.0,2.0,,,,,,,,
3799,936,fri_c3_500_10,Friedman function for data generation: 10sin(pix1x2)+20(x3-0.5)^2=10X4+5X5+e,1999,,Artificial,Artificial,random,No,J.H. Friedman (1999). Stochastic Gradient Boosting,J.H. Friedman (1999). Stochastic Gradient Boosting,No,Artificial,No,Deterministic,No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,272.0,2.0,228.0,2.0,11.0,500.0,0.0,0.0,10.0,1.0,,,,,,,,
3800,937,fri_c3_500_50,Friedman function for data generation: 10sin(pix1x2)+20(x3-0.5)^2=10X4+5X5+e,1999,,Artificial,Artificial,random,No,J.H. Friedman (1999). Stochastic Gradient Boosting,J.H. Friedman (1999). Stochastic Gradient Boosting,No,Artificial,No,Deterministic,No,Alternative version,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,282.0,2.0,218.0,2.0,51.0,500.0,0.0,0.0,50.0,1.0,,,,,,,,
3803,940,water-treatment,"Regression. Already preprocessed, really is sensor data, temporal",1993,,"Leak, temporal",time-series,temporal,Yes,?,- Creators: Manel Poch (igte2@cc.uab.es) Unitat d'Enginyeria Quimica Universitat Autonoma de Barcelona. Bellaterra. Barcelona; Spain -- Donor: Javier Bejar and Ulises Cortes (bejar@lsi.upc.es) Dept. Llenguatges i Sistemes Informatics; Universitat Politecnica de Catalunya. Barcelona; Spain,No,time-series,No,time-series,No,Time-series,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,binaryClass,447.0,414.0,80.0,2.0,37.0,527.0,130.0,542.0,21.0,16.0,,,,,,,,
